host_response_rate,host_identity_verified,host_total_listings_count,is_location_exact,property_type,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,fraud
94,1,18,1,0,3,13300,1,74,80.0,0,1,2.71,1
100,1,1,1,4,8,38300,1,57,86.0,1,2,4.22,1
94,0,5,1,0,4,15000,1,10,74.0,1,0,2.78,1
100,1,13,1,8,2,7400,1,80,95.0,0,2,3.28,1
100,1,2,1,0,1,8400,1,133,96.0,1,1,9.32,1
81,0,7,1,0,4,16500,1,19,92.0,0,2,1.06,1
100,1,4,0,0,4,6700,1,33,92.0,0,2,3.96,1
100,1,1,1,0,6,24500,2,22,94.0,0,2,1.42,1
100,1,2,1,0,10,26900,1,24,90.0,1,1,3.87,1
100,1,2,1,8,2,8900,1,53,95.0,0,2,3.53,1
96,1,313,1,0,3,29800,3,6,90.0,0,1,0.21,1
100,1,2,1,8,2,8900,1,53,95.0,0,2,3.53,1
100,1,1,1,0,2,11000,2,120,95.0,0,2,2.03,1
100,1,1,1,0,4,13000,1,32,98.0,1,1,6.36,1
100,1,2,1,0,2,17900,1,60,98.0,0,1,2.13,1
100,0,2,1,0,4,15900,2,81,92.0,0,1,3.47,1
100,1,2,1,0,2,11500,2,91,95.0,0,1,3.39,1
73,1,1,1,0,2,9600,1,20,89.0,0,0,3.03,1
100,0,22,0,0,1,3700,10,4,90.0,0,1,0.8,1
90,1,1,1,0,3,9500,1,53,99.0,0,2,2.07,1
100,0,2,1,0,2,11000,1,76,86.0,0,1,3.12,1
94,1,18,1,0,3,13300,1,74,80.0,0,1,2.71,1
100,0,1,1,11,2,8300,1,54,87.0,0,0,5.45,1
98,1,24,1,0,6,30000,2,43,88.0,0,2,2.35,1
100,1,7,1,0,2,6000,2,37,84.0,0,2,7.3,1
100,1,1,1,0,2,9500,1,45,95.0,0,2,4.05,1
100,1,2,1,0,2,6500,1,176,92.0,0,0,7.19,1
94,1,5,1,8,4,8800,1,109,87.0,1,1,3.82,1
100,1,4,1,0,6,28500,2,10,90.0,0,1,4.92,1
100,1,7,1,0,6,22500,3,138,92.0,0,2,2.24,1
100,1,1,1,0,2,18900,1,173,92.0,1,2,4.96,1
100,0,2,1,0,1,8500,3,1,80.0,0,1,0.04,1
71,1,363,1,4,4,22900,3,17,91.0,1,2,1.4,1
100,0,1,1,8,2,5800,1,12,87.0,0,1,4.29,1
100,1,1,1,0,4,13000,1,32,98.0,1,1,6.36,1
100,1,1,1,0,1,7200,1,17,92.0,0,1,1.19,1
100,0,3,1,0,4,32500,3,12,85.0,0,2,0.71,1
100,1,2,1,8,5,7500,1,18,81.0,0,0,8.06,1
100,1,307,1,0,5,18300,2,11,95.0,0,2,0.69,1
97,1,21,1,0,3,19900,2,14,88.0,0,1,3.68,1
100,1,1,1,0,4,25000,1,30,97.0,0,2,1.12,1
100,0,4,0,0,2,14500,1,2,70.0,0,2,0.44,1
94,1,18,1,0,3,15000,1,67,74.0,0,1,2.36,1
100,1,1,1,0,2,7500,2,131,98.0,0,1,4.45,1
100,0,11,1,0,3,9900,1,49,88.0,1,2,1.74,1
100,1,1,1,8,2,7100,3,198,96.0,0,1,3.86,1
100,1,1,1,0,2,9500,1,45,95.0,0,2,4.05,1
100,1,1,1,8,4,30000,2,38,96.0,0,1,2.08,1
100,0,12,1,0,4,23900,3,16,93.0,0,2,0.91,1
92,1,5,1,0,2,8500,3,83,95.0,0,2,1.29,1
96,1,2,1,0,3,11500,2,43,85.0,0,2,1.45,1
100,1,1,1,0,3,13900,3,38,76.0,1,2,1.09,1
100,1,1,1,0,1,6000,1,143,98.0,0,0,4.39,1
100,1,1,1,0,3,12300,1,34,87.0,0,1,5.15,1
100,1,1,1,0,2,19900,2,16,97.0,1,1,1.02,1
67,1,1,1,8,2,5900,1,8,83.0,0,1,0.75,1
100,1,1,1,0,8,50000,1,88,98.0,0,1,4.2,1
100,1,1,1,0,2,21000,3,8,95.0,0,1,2.31,1
98,1,22,1,0,4,14300,2,16,91.0,0,2,1.33,1
98,1,24,1,0,4,16700,2,27,85.0,0,2,1.7,1
100,1,1,1,4,5,11200,1,87,92.0,0,0,9.67,1
100,1,13,1,8,2,6600,1,80,90.0,0,2,2.21,1
100,1,6,1,10,1,50000,1,26,94.0,0,2,0.65,1
100,0,2,1,0,1,8500,3,1,80.0,0,1,0.04,1
100,1,18,1,8,2,9900,1,80,88.0,1,2,6.7,1
100,1,2,1,4,2,10300,1,28,94.0,0,1,12.73,1
93,1,2,1,0,4,22000,2,55,94.0,0,2,1.8,1
100,1,1,1,8,3,14900,2,60,97.0,0,0,5.2,1
100,1,1,1,8,2,6000,2,117,92.0,0,1,3.22,1
100,0,12,1,0,4,23900,3,16,93.0,0,2,0.91,1
100,0,37,1,0,5,28500,3,3,93.0,0,2,0.71,1
100,1,4,1,0,4,28500,2,37,91.0,0,1,3.4,1
100,0,1,1,0,2,27500,2,18,93.0,0,2,1.49,1
100,1,9,1,0,7,19900,1,24,88.0,0,2,1.83,1
100,0,1,1,0,2,17500,4,62,89.0,1,2,1.29,1
100,1,1,1,0,4,10900,2,185,87.0,1,1,3.67,1
100,1,1,1,8,2,8900,1,6,93.0,0,0,0.5,1
100,1,18,1,8,2,9900,1,24,88.0,1,2,15.0,1
100,1,1,1,4,1,8900,1,48,91.0,1,2,2.0,1
98,1,24,1,0,2,14400,2,13,83.0,0,2,0.73,1
77,0,16,1,0,3,19900,2,3,93.0,0,2,0.43,1
100,1,1,1,8,5,6900,3,160,98.0,0,2,2.66,1
90,0,1,1,0,2,17000,1,50,97.0,0,0,2.91,1
96,0,4,1,0,1,13900,2,67,81.0,0,2,2.74,1
100,1,6,0,0,8,17900,1,34,83.0,1,1,2.33,1
100,1,1,1,8,2,8900,1,6,93.0,0,0,0.5,1
100,0,1,1,0,3,8900,1,320,88.0,0,1,8.73,1
100,1,2,1,0,2,8500,1,62,97.0,0,1,1.46,1
100,0,4,1,0,1,8500,1,37,85.0,0,2,2.33,1
100,1,1,1,0,2,18900,1,173,92.0,1,2,4.96,1
100,1,1,0,0,2,9400,2,8,70.0,0,2,4.0,1
100,1,11,1,8,2,7000,1,81,87.0,0,1,1.33,1
89,1,558,1,0,4,35900,2,15,71.0,0,3,0.21,1
100,1,3,0,1,2,10000,1,163,98.0,0,0,4.34,1
100,1,1,1,0,4,10900,2,185,87.0,1,1,3.67,1
100,1,1,1,4,2,11500,2,45,98.0,0,0,3.9,1
91,0,11,1,0,2,21900,2,22,90.0,0,2,2.99,1
96,1,3,1,4,4,17500,1,39,95.0,0,2,3.31,1
89,1,558,1,0,4,34900,3,21,94.0,0,3,0.32,1
100,0,1,1,0,2,9500,3,10,94.0,0,0,1.71,1
100,1,4,1,0,2,6000,1,169,98.0,1,0,6.94,1
100,1,3,1,0,3,9900,3,25,83.0,0,1,2.57,1
100,0,2,1,0,8,23000,3,8,90.0,1,0,2.07,1
100,1,1,1,0,3,13900,3,38,76.0,1,2,1.09,1
100,1,2,1,4,4,39000,1,30,95.0,0,1,1.24,1
100,0,9,0,0,1,4800,5,4,65.0,0,1,0.35,1
100,1,52,1,0,2,16000,7,7,97.0,0,2,0.72,1
50,1,2,1,8,2,7300,1,19,99.0,0,1,1.35,1
100,0,3,1,0,2,10500,1,198,87.0,0,1,8.6,1
100,1,6,0,0,2,6300,1,32,85.0,1,0,1.9,1
100,1,5,1,8,3,9300,3,97,95.0,0,1,3.25,1
100,1,3,1,0,2,20000,1,31,92.0,0,2,5.08,1
100,1,4,1,8,2,9500,1,226,89.0,0,2,5.62,1
100,1,7,1,0,2,7500,1,404,78.0,1,1,5.87,1
100,1,5,1,8,3,8000,3,97,96.0,0,0,3.27,1
100,1,1,1,0,2,24500,3,60,98.0,1,2,2.24,1
100,1,3,1,0,2,20000,1,31,92.0,0,2,5.08,1
100,1,6,0,0,8,17900,1,34,83.0,1,1,2.33,1
90,1,1,1,0,6,16000,4,30,93.0,0,1,1.78,1
89,1,558,1,0,6,45100,3,31,89.0,0,3,0.6,1
100,0,1,0,0,5,25000,1,56,95.0,0,1,3.89,1
100,1,2,1,0,3,26500,2,42,96.0,1,1,7.16,1
100,1,1,1,0,2,21000,3,8,95.0,0,1,2.31,1
100,1,18,1,8,2,9900,1,79,91.0,1,2,6.6,1
96,1,313,1,0,5,36300,3,12,92.0,0,1,0.4,1
100,1,2,1,0,6,19000,2,39,88.0,0,1,1.53,1
100,0,1,1,8,2,12000,2,91,87.0,1,2,3.55,1
90,1,1,1,0,2,8500,2,62,96.0,0,0,2.02,1
97,1,21,1,0,3,19900,2,14,88.0,0,1,3.68,1
100,1,5,1,8,3,9300,3,97,95.0,0,1,3.25,1
100,1,2,1,4,2,10300,1,28,94.0,0,1,12.73,1
100,1,1,1,0,4,24900,3,26,98.0,0,2,1.51,1
100,1,1,0,0,2,25000,1,21,77.0,0,2,1.44,1
96,1,313,1,0,3,28500,3,4,80.0,0,1,0.63,1
96,1,313,1,0,5,36300,3,14,87.0,0,1,0.46,1
100,1,2,1,8,1,7200,1,15,97.0,0,1,0.62,1
100,0,1,1,0,6,19400,1,13,98.0,0,2,2.13,1
91,1,1,1,0,4,18900,2,39,97.0,0,2,2.44,1
100,1,3,1,0,4,10300,2,51,89.0,1,2,3.12,1
85,0,3,0,0,2,16500,1,111,87.0,0,2,5.78,1
100,0,12,1,0,4,23900,3,16,93.0,0,2,0.91,1
100,1,1,1,4,1,8900,1,48,91.0,1,2,2.0,1
97,1,11,1,0,3,19900,3,9,91.0,0,2,0.36,1
96,1,313,1,0,5,27900,3,14,90.0,0,1,1.11,1
100,1,8,1,0,2,8000,1,19,94.0,1,0,6.55,1
100,0,1,1,0,2,22000,1,82,94.0,0,2,3.1,1
100,1,2,1,0,2,17500,2,92,90.0,0,2,1.66,1
100,1,2,1,8,2,9900,1,125,94.0,0,2,4.58,1
100,1,1,1,0,2,20000,3,39,96.0,0,1,3.12,1
100,1,1,1,0,4,10900,2,185,87.0,1,1,3.67,1
100,0,1,1,11,2,6000,4,11,73.0,1,1,4.93,1
100,1,1,1,9,4,44900,2,46,99.0,0,2,1.11,1
98,1,749,1,0,5,31900,3,2,70.0,0,2,0.14,1
100,1,6,1,10,1,50000,1,26,94.0,0,2,0.65,1
92,0,8,1,2,6,20000,2,32,79.0,1,2,0.82,1
100,1,1,1,0,4,14700,3,132,94.0,0,2,3.45,1
100,1,4,1,0,6,28500,2,10,90.0,0,1,4.92,1
100,0,11,1,0,4,11900,1,45,87.0,1,2,2.13,1
96,1,313,1,0,3,29800,3,6,90.0,0,1,0.21,1
100,1,7,1,0,4,19500,3,47,95.0,0,2,0.54,1
100,1,20,1,8,3,7200,1,75,86.0,0,2,3.13,1
98,1,24,0,0,2,20000,2,28,93.0,0,2,0.96,1
100,1,3,1,0,4,10300,2,51,89.0,1,2,3.12,1
100,1,1,1,0,4,23900,2,103,98.0,0,2,4.09,1
100,1,2,1,4,4,69900,1,36,86.0,0,2,1.41,1
100,1,11,1,8,2,6500,2,125,89.0,1,2,2.05,1
100,1,15,1,0,3,28900,4,11,93.0,0,1,1.89,1
100,1,1,1,8,2,20000,1,8,95.0,0,0,0.57,1
92,1,1,1,0,3,12500,2,20,91.0,0,1,1.91,1
100,1,1,1,0,8,33400,1,135,92.0,1,2,5.09,1
98,1,5,0,0,3,10000,1,57,90.0,0,2,4.0,1
100,1,4,1,1,2,9900,2,65,93.0,1,1,4.05,1
100,1,6,0,0,2,6300,1,45,82.0,1,1,2.49,1
90,1,3,0,0,4,26000,1,9,80.0,0,0,1.36,1
71,1,363,1,4,2,26900,3,4,95.0,1,2,0.79,1
100,1,5,1,8,1,9800,1,184,91.0,0,1,3.09,1
100,1,4,1,0,2,7500,1,150,97.0,1,0,6.2,1
100,1,20,1,8,2,6400,1,41,80.0,1,2,1.65,1
100,1,17,1,0,4,8500,1,15,93.0,0,2,2.88,1
100,1,4,1,8,2,9500,1,215,86.0,0,2,5.35,1
100,1,1,1,0,2,8000,1,31,97.0,0,1,2.06,1
100,1,5,1,0,1,5600,3,16,89.0,0,1,0.36,1
98,1,24,1,0,4,22000,3,13,88.0,0,2,1.07,1
100,1,1,1,0,4,25000,1,30,97.0,0,2,1.12,1
100,1,7,1,8,3,6300,1,232,97.0,1,0,6.48,1
100,1,13,1,8,2,6600,1,80,90.0,0,2,2.21,1
100,1,18,1,8,2,9900,1,81,86.0,1,2,6.62,1
92,1,1,1,0,3,12500,2,20,91.0,0,1,1.91,1
100,1,1,1,9,3,10000,1,3,93.0,1,0,3.0,1
100,0,1,1,8,2,5800,1,12,87.0,0,1,4.29,1
100,1,1,1,0,3,25900,2,33,97.0,0,0,1.48,1
94,1,18,1,0,2,15000,1,54,77.0,0,1,2.35,1
90,1,1,1,8,2,6000,3,88,93.0,1,2,1.46,1
100,1,2,1,0,4,45000,2,19,100.0,0,1,3.31,1
100,1,307,1,0,5,18300,2,11,95.0,0,2,0.69,1
96,0,4,1,0,1,13900,2,67,81.0,0,2,2.74,1
100,1,1,1,8,2,12000,2,48,98.0,0,1,3.0,1
100,1,7,0,0,4,25000,1,2,80.0,0,2,0.44,1
100,1,3,1,8,2,9000,2,139,93.0,1,1,6.77,1
100,1,2,1,8,1,5700,1,17,94.0,0,0,0.48,1
98,1,24,1,0,4,16700,2,54,82.0,0,2,1.02,1
100,0,5,1,0,12,52500,3,7,70.0,0,2,0.13,1
100,1,6,0,0,8,17900,1,34,83.0,1,1,2.33,1
92,1,1,1,8,2,10500,2,21,91.0,0,2,3.46,1
100,1,2,1,0,2,17900,1,60,98.0,0,1,2.13,1
94,1,5,1,8,4,8800,1,109,87.0,1,1,3.82,1
73,1,1,1,0,2,9600,1,20,89.0,0,0,3.03,1
100,1,1,1,0,3,13900,3,38,76.0,1,2,1.09,1
100,1,1,1,0,4,25000,1,30,97.0,0,2,1.12,1
100,1,18,1,8,1,9900,1,48,96.0,1,2,3.98,1
94,1,18,1,0,3,15000,1,67,74.0,0,1,2.36,1
100,0,2,1,0,2,11000,1,76,86.0,0,1,3.12,1
100,1,2,1,0,2,9000,1,43,97.0,0,0,1.38,1
50,1,2,1,8,2,7300,1,19,99.0,0,1,1.35,1
100,1,6,1,0,2,18300,2,192,94.0,0,2,4.57,1
100,0,12,1,0,2,17500,5,12,98.0,0,2,0.18,1
100,1,15,1,0,4,19900,3,67,98.0,1,2,4.95,1
100,1,1,1,0,2,25000,1,58,91.0,0,2,2.26,1
100,1,3,1,0,2,20000,1,31,92.0,0,2,5.08,1
100,1,1,1,0,2,17700,1,30,91.0,0,2,1.51,1
90,1,1,1,0,3,9500,1,53,99.0,0,2,2.07,1
96,1,28,1,0,2,6900,2,6,70.0,1,2,0.33,1
100,0,1,0,0,1,7700,1,21,94.0,0,0,2.6,1
100,1,1,1,0,2,20000,3,39,96.0,0,1,3.12,1
90,0,1,1,0,2,17000,1,50,97.0,0,0,2.91,1
70,1,1,1,0,2,10000,1,29,97.0,0,1,1.6,1
98,1,24,1,0,4,16700,2,27,85.0,0,2,1.7,1
100,0,1,1,0,6,19400,1,13,98.0,0,2,2.13,1
100,1,7,1,0,2,6000,2,37,88.0,0,2,6.0,1
100,1,5,1,0,4,25500,1,64,96.0,0,2,6.6,1
100,1,2,1,0,8,39900,2,12,95.0,0,2,0.75,1
100,1,20,1,8,2,6400,1,41,80.0,1,2,1.65,1
100,1,1,1,0,4,21500,2,27,96.0,0,2,1.88,1
100,1,1,1,9,4,8500,1,27,97.0,0,1,4.43,1
100,0,1,1,0,2,27500,2,18,93.0,0,2,1.49,1
100,0,2,1,0,4,17500,2,54,94.0,0,2,4.44,1
94,1,18,1,0,3,15000,1,67,74.0,0,1,2.36,1
90,1,1,1,8,2,6000,3,88,93.0,1,2,1.46,1
100,1,1,0,0,3,13000,1,21,99.0,0,1,1.65,1
100,1,13,1,0,4,29500,3,33,86.0,0,2,1.36,1
100,1,1,1,9,3,10000,1,3,93.0,1,0,3.0,1
100,0,37,1,0,5,28500,3,3,93.0,0,2,0.71,1
100,1,20,0,8,3,6800,1,42,86.0,0,2,2.75,1
100,0,2,0,8,3,7500,3,6,68.0,0,0,0.6,1
100,1,18,1,0,2,9900,1,17,88.0,1,2,11.59,1
90,1,1,1,0,2,8500,2,62,96.0,0,0,2.02,1
100,1,1,1,0,4,23900,1,85,95.0,0,2,5.67,1
100,1,4,0,0,4,7500,1,43,89.0,0,2,4.81,1
100,1,11,1,8,2,7000,1,81,87.0,0,1,1.33,1
56,0,1,1,0,1,3500,1,43,87.0,0,0,3.82,1
100,1,11,1,8,3,5500,1,241,88.0,1,2,3.3,1
100,1,5,1,0,4,22000,1,154,98.0,0,2,8.85,1
100,1,1,0,0,2,15000,1,5,60.0,0,1,4.41,1
90,1,1,1,4,3,25000,1,7,97.0,0,2,1.48,1
90,1,1,1,8,2,6000,3,88,93.0,1,2,1.46,1
96,1,313,1,0,5,27900,3,14,90.0,0,1,1.11,1
75,0,1,1,0,2,12500,2,14,93.0,0,0,1.34,1
100,1,1,1,0,5,8000,1,48,91.0,0,0,0.94,1
89,1,558,1,0,4,35900,2,15,71.0,0,3,0.21,1
100,1,1,1,0,6,24500,2,22,94.0,0,2,1.42,1
100,1,1,1,0,4,15200,3,19,91.0,1,1,3.65,1
80,1,2,0,0,5,6500,4,10,84.0,0,2,1.76,1
79,1,18,1,0,1,5200,5,3,73.0,0,2,0.12,1
90,1,1,1,0,6,37500,2,98,99.0,1,1,3.9,1
100,1,1,1,0,3,9800,1,57,96.0,0,1,12.95,1
100,1,1,1,4,5,11200,1,87,92.0,0,0,9.67,1
100,1,4,1,0,4,31000,1,87,94.0,0,1,5.34,1
100,0,11,1,0,2,8900,1,36,78.0,0,2,3.54,1
100,1,2,1,8,1,5700,1,17,94.0,0,0,0.48,1
92,0,4,1,8,2,7500,3,38,89.0,1,1,2.07,1
100,1,1,1,1,2,7900,1,34,95.0,0,1,5.67,1
100,1,1,1,0,2,11000,2,120,95.0,0,2,2.03,1
96,1,313,1,0,5,36300,3,14,87.0,0,1,0.46,1
100,0,1,1,0,2,15500,5,125,97.0,0,2,1.67,1
100,0,5,1,0,12,52500,3,7,70.0,0,2,0.13,1
100,1,1,1,0,4,13000,2,59,99.0,0,1,4.55,1
100,1,307,1,0,7,21800,2,7,89.0,0,2,0.63,1
89,1,558,1,0,6,45100,3,31,89.0,0,3,0.6,1
100,1,2,1,0,2,16500,2,43,97.0,0,2,4.33,1
94,1,5,1,8,4,8100,1,23,90.0,1,0,0.91,1
100,1,1,1,0,2,19900,2,16,97.0,1,1,1.02,1
100,1,18,1,0,2,9900,1,17,88.0,1,2,11.59,1
96,1,3,1,4,4,17500,1,39,95.0,0,2,3.31,1
100,0,1,1,0,4,35000,4,27,89.0,0,0,1.63,1
93,0,1,1,8,3,14900,1,36,90.0,0,1,0.89,1
100,0,1,0,0,1,8800,1,91,77.0,0,1,5.66,1
100,1,18,1,8,2,9900,1,79,91.0,1,2,6.6,1
90,0,1,0,0,4,13500,3,2,90.0,0,0,0.69,1
100,1,1,0,0,2,17500,1,39,93.0,0,2,1.61,1
100,1,4,1,1,2,9900,2,65,93.0,1,1,4.05,1
81,0,7,1,0,4,16500,1,19,92.0,0,2,1.06,1
89,1,558,1,0,2,25900,2,2,60.0,0,3,0.08,1
100,1,1,1,0,2,18000,2,74,97.0,0,2,4.84,1
100,1,1,1,0,2,25000,1,58,91.0,0,2,2.26,1
100,0,2,0,8,3,7500,3,6,68.0,0,0,0.6,1
100,1,1,0,4,4,13300,2,17,95.0,0,1,1.27,1
100,1,1,0,0,8,80000,5,26,98.0,0,2,0.97,1
100,1,2,1,4,4,69900,1,36,86.0,0,2,1.41,1
100,1,20,0,8,3,6800,1,42,86.0,0,2,2.75,1
100,1,5,1,8,1,12500,1,96,85.0,0,1,3.33,1
75,0,1,1,0,2,12500,2,14,93.0,0,0,1.34,1
100,1,1,1,0,2,18000,2,25,97.0,0,2,3.16,1
100,0,1,0,0,5,25000,1,56,95.0,0,1,3.89,1
100,1,1,0,0,2,14000,2,35,99.0,0,1,2.71,1
100,1,9,1,0,7,19900,1,24,88.0,0,2,1.83,1
100,0,1,1,0,2,15500,5,125,97.0,0,2,1.67,1
60,0,1,1,0,2,15000,30,34,91.0,0,0,2.24,1
100,1,3,1,0,4,18000,2,27,90.0,0,1,2.73,1
100,1,1,1,0,4,23900,1,85,95.0,0,2,5.67,1
100,1,1,1,9,4,8500,1,27,97.0,0,1,4.43,1
100,1,4,1,0,4,25000,1,84,95.0,0,1,2.6,1
100,0,12,1,0,3,18900,3,12,98.0,0,2,0.58,1
100,1,13,1,0,2,12500,1,281,92.0,1,2,7.08,1
100,1,20,1,8,3,6800,1,49,84.0,0,2,1.99,1
89,1,558,1,0,2,25100,2,21,81.0,0,3,0.36,1
100,1,1,1,0,2,18900,1,173,92.0,1,2,4.96,1
100,1,1,1,1,2,7500,2,63,97.0,0,0,2.62,1
91,0,11,1,0,2,18900,2,15,97.0,0,2,1.72,1
100,1,20,0,8,3,6800,1,42,86.0,0,2,2.75,1
100,1,1,1,0,4,25000,1,30,97.0,0,2,1.12,1
96,1,3,1,4,4,17500,1,39,95.0,0,2,3.31,1
89,1,558,1,0,4,35900,2,15,71.0,0,3,0.21,1
100,1,1,1,0,1,11000,3,17,95.0,0,0,1.6,1
100,1,1,1,8,2,8500,1,26,97.0,0,1,2.09,1
100,1,1,0,0,2,14500,2,34,87.0,0,2,0.96,1
100,0,1,1,8,2,12000,2,91,87.0,1,2,3.55,1
100,0,5,1,8,4,6500,1,11,91.0,0,2,4.12,1
100,1,2,1,0,2,12000,1,37,98.0,0,1,7.07,1
100,1,4,1,0,2,7500,1,150,97.0,1,0,6.2,1
97,1,21,1,0,2,6500,2,3,60.0,0,1,0.36,1
100,1,1,1,0,2,9800,1,4,70.0,0,0,0.27,1
100,1,2,1,0,3,22000,2,12,98.0,0,2,2.52,1
91,0,11,1,0,2,21900,2,22,90.0,0,2,2.99,1
100,1,52,1,0,2,13700,7,1,80.0,0,2,0.28,1
100,1,1,1,0,2,8300,2,51,93.0,0,0,3.76,1
100,1,1,1,0,4,13000,1,32,98.0,1,1,6.36,1
100,1,18,1,8,2,9900,1,81,86.0,1,2,6.62,1
100,0,11,1,0,4,14900,1,101,88.0,0,2,3.24,1
94,1,5,1,0,5,35000,1,13,98.0,0,1,0.24,1
97,1,4,1,0,4,10700,2,78,89.0,0,2,6.7,1
100,1,13,1,0,2,12500,1,244,88.0,1,2,6.13,1
100,1,2,1,8,4,8900,1,42,82.0,0,1,8.29,1
100,1,6,1,0,2,18300,2,192,94.0,0,2,4.57,1
100,1,13,1,0,4,29500,3,33,86.0,0,2,1.36,1
100,1,5,1,8,3,8000,3,97,96.0,0,0,3.27,1
100,1,1,0,0,2,14500,2,34,87.0,0,2,0.96,1
94,1,18,1,0,3,12800,1,52,77.0,0,1,2.66,1
100,1,2,1,0,2,6500,1,176,92.0,0,0,7.19,1
100,1,13,1,0,2,12500,1,244,88.0,1,2,6.13,1
100,0,2,1,0,2,11000,1,76,86.0,0,1,3.12,1
100,0,4,1,8,2,17000,2,2,80.0,0,0,0.42,1
100,1,20,1,8,3,7200,1,75,86.0,0,2,3.13,1
100,1,2,1,0,4,45000,2,19,100.0,0,1,3.31,1
100,1,4,1,1,2,6000,1,8,95.0,0,2,0.52,1
100,1,15,1,0,4,19900,3,67,98.0,1,2,4.95,1
100,1,1,1,4,5,17500,1,94,93.0,0,1,3.09,1
60,0,1,1,0,2,15000,30,34,91.0,0,0,2.24,1
100,1,11,1,8,4,6500,1,291,87.0,1,2,3.83,1
96,1,313,1,0,5,27900,3,14,90.0,0,1,1.11,1
90,1,1,1,0,2,11500,1,54,88.0,1,2,3.58,1
100,1,20,1,8,3,7200,1,75,86.0,0,2,3.13,1
100,1,7,1,0,6,22500,3,138,92.0,0,2,2.24,1
100,1,1,1,0,4,23900,2,103,98.0,0,2,4.09,1
100,1,6,1,0,2,12500,2,85,98.0,0,1,3.65,1
100,1,13,1,8,2,7400,1,80,95.0,0,2,3.28,1
100,1,2,1,0,6,19000,2,39,88.0,0,1,1.53,1
100,1,1,1,0,2,11000,2,120,95.0,0,2,2.03,1
100,1,6,0,0,2,6300,1,45,82.0,1,1,2.49,1
95,1,6,1,8,2,6500,30,36,87.0,0,2,1.69,1
88,1,1,1,0,3,19900,7,6,97.0,1,2,3.75,1
90,0,1,0,0,4,13500,3,2,90.0,0,0,0.69,1
100,0,3,0,0,2,10500,1,184,88.0,0,1,11.48,1
100,0,4,1,8,2,17000,2,2,80.0,0,0,0.42,1
98,1,24,1,0,6,27500,2,49,89.0,0,2,1.25,1
100,1,1,1,0,6,24500,2,22,94.0,0,2,1.42,1
100,1,2,1,0,3,22000,2,12,98.0,0,2,2.52,1
95,1,6,1,8,2,7000,1,47,92.0,0,2,2.19,1
100,1,2,1,8,1,7200,1,15,97.0,0,1,0.62,1
100,0,11,1,0,2,8900,1,36,78.0,0,2,3.54,1
100,1,4,1,0,1,8500,3,13,72.0,0,2,0.47,1
100,1,2,1,11,3,15000,1,77,91.0,0,2,6.29,1
100,1,5,0,0,6,17500,1,21,95.0,1,2,4.17,1
97,1,11,1,4,6,22500,3,11,95.0,0,2,3.98,1
93,1,1,1,0,7,27500,1,96,97.0,1,2,7.42,1
100,0,2,1,1,2,7500,1,16,87.0,0,1,0.39,1
100,1,2,1,0,4,19900,3,166,94.0,0,2,2.57,1
100,0,12,1,0,3,18900,3,12,98.0,0,2,0.58,1
100,1,6,0,0,2,6300,1,45,82.0,1,1,2.49,1
100,1,13,1,0,2,12500,1,120,96.0,1,2,7.26,1
100,1,1,1,0,4,15000,1,97,92.0,0,2,6.77,1
100,1,1,1,4,5,11200,1,87,92.0,0,0,9.67,1
96,1,313,1,0,3,29800,3,6,90.0,0,1,0.21,1
100,1,3,1,0,2,7000,1,121,90.0,1,2,6.1,1
100,1,20,1,8,3,7200,1,75,86.0,0,2,3.13,1
100,1,3,1,0,2,9000,3,38,98.0,0,1,3.52,1
100,1,2,1,0,6,25000,2,64,86.0,0,2,1.88,1
96,1,313,1,0,5,36300,3,12,92.0,0,1,0.4,1
89,1,558,1,0,2,25100,2,21,81.0,0,3,0.36,1
89,1,558,1,0,6,38900,3,52,88.0,0,3,0.67,1
100,0,1,0,0,3,20000,2,22,93.0,0,1,1.87,1
100,1,4,1,8,2,7700,1,226,86.0,0,2,5.64,1
100,0,2,0,8,3,6500,1,14,80.0,1,0,5.12,1
100,0,3,1,0,2,10500,1,198,87.0,0,1,8.6,1
100,1,1,1,0,4,15000,1,97,92.0,0,2,6.77,1
100,0,12,1,0,4,24900,3,11,98.0,0,2,0.6,1
100,1,1,1,0,2,18400,3,9,100.0,0,0,0.19,1
89,1,558,1,0,4,35900,2,15,71.0,0,3,0.21,1
100,0,1,0,0,5,25000,1,56,95.0,0,1,3.89,1
100,1,1,1,0,8,33400,1,135,92.0,1,2,5.09,1
97,1,11,1,4,6,22500,3,11,95.0,0,2,3.98,1
75,1,3,0,8,2,6500,2,16,71.0,1,2,0.96,1
100,1,1,1,0,4,15000,1,97,92.0,0,2,6.77,1
100,1,1,1,0,4,15000,1,97,92.0,0,2,6.77,1
100,0,1,0,0,1,7700,1,21,94.0,0,0,2.6,1
81,0,7,1,0,6,19500,1,37,87.0,0,2,1.18,1
100,1,1,1,0,6,24500,2,22,94.0,0,2,1.42,1
100,1,2,1,0,2,17500,2,92,90.0,0,2,1.66,1
100,1,7,1,8,3,8300,1,231,96.0,1,0,6.23,1
100,1,3,1,8,2,9000,2,139,93.0,1,1,6.77,1
98,1,5,1,8,16,12500,1,24,91.0,0,2,2.07,1
100,1,4,0,0,3,6400,1,36,91.0,0,2,3.75,1
